chief_complaint_id,n_body_areas,body_areas_list,n_symptoms,symptoms_list,n_diff_dx,diff_dx_list
45,4.0,"Hips,Lower Back,Back,Pelvis",1.0,Hip pain,25.0,"Arthritis (joint inflammation),Aseptic joint effusion (fluid in a joint),Aseptic necrosis of bone (bone death and destruction),Bursitis (inflammation of joint cushion),Cellulitis (skin infection),Contusion (bruise, ecchymosis),Dislocation (joint out of place),Gout (uric acid crystals in the joint causing inflammation),Hernia,Herniated disc (slipped disc, ruptured disc),Hip fracture (broken hip),Legg Calve Perthes disease (childhood hip condition),Osteochondritis dissecans (joint disorder),Sciatica (lower back nerve irritation),Septic hip (infected hip joint),Slipped capital femoral epiphysis (adolescent hip disorder),Muscle strain (pulled muscle),Osteoporosis (extremely thin bone),Necrotizing fasciitis (life-threatening infection),Osteoarthritis (bone inflammation),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Paget disease of the bone,Traumatic hip dislocation,Greater trochanteric bursitis (hip bursitis)"
46,5.0,"Face,Skin,Chest,Neck,Hands",2.0,"Hives,Urticaria (Hives)",8.0,"Allergic reaction,Anaphylactoid reactions (pseudo allergic reaction),Contact urticaria (hives),Familial cold urticaria (cold-related hives),Symptomatic dermatographism (exaggerated skin response to pressure),Anaphylaxis (severe/life threatening allergic reaction),Mastocytosis (urticaria pigmentosa, skin disease),Food allergy"
47,2.0,"Mouth,Throat",1.0,Hoarse voice,15.0,"Allergy,Bronchitis (bronchial tube infection),Cancer (tumor),Foreign body (object originating outside the body),Gastroesophageal reflux (GERD, heartburn),Infectious mononucleosis (Epstein Barr virus, ""Mono""),Laryngitis (voice box inflammation),Overuse syndrome (injury from repetitive activity),Post nasal drip,Smoking (tobacco use disorder),Vocal cord nodule (growth on the vocal cords),Vocal cord paralysis (voice box weakness),Tonsillitis (tonsil infection),Parathyroid cancer,Bacterial tracheitis"
48,1.0,Other,2.0,"Hypothermia (Low temperature),Low temperature",7.0,"Alcohol (ethanol) intoxication,Anorexia nervosa (eating disorder),Cerebral vascular accident (stroke),Drug overdose,Hypothermia (extreme cold exposure),Hypothyroidism (low thyroid hormone),Myxedema coma (severely low thyroid hormone)"
49,3.0,"Pelvis,Lower Back,Back",2.0,"Incontinence (leaking urine),Leaking urine",21.0,"Spinal cord compression (cauda equina syndrome),Cerebral palsy (movement disorder),Cerebral vascular accident (stroke),Cystocele (bladder hernia),Fecal impaction (rectal blockage from stool),Multiple sclerosis (MS),Neurogenic bladder (bladder paralysis),Pregnancy,Stress incontinence (unintentional urination with cough or sneeze),Bladder infection (cystitis, UTI, urinary tract infection),Spinal cord injury, acute,Hydrocephalus (brain fluid build-up),Lumbar spinal stenosis (spinal cord compression),Alcohol (ethanol) intoxication,Cervical spine fracture (broken neck bone),Constipation,Diabetes mellitus type 2 (elevated blood sugar),Kidney stone (nephrolithiasis),Pyelonephritis (kidney infection),Medication reaction,Generalized seizure disorder (generalized epilepsy)"
5,2.0,"Head,Other",3.0,"Anxiety (Nervousness),Panic attack,Nervousness",30.0,"Bipolar disorder (manic depressive disorder),Depression (excessive sadness),Hypoglycemia (low blood sugar),Hypoxia (lack of oxygen),Obsessive compulsive disorder (OCD, anxiety disorder),Panic disorder,Phobias (irrational fear),Post-traumatic stress disorder (PTSD),Stress,Amphetamine abuse,Adjustment disorder (poor adjustment to life stressor),Alcoholism,Anxiety disorder (generalized anxiety disorder, GAD),Arrhythmia (abnormal heart rhythm),Body dysmorphic disorder (body appearance obsession),Drug overuse,Hyperventilation (rapid breathing),Major depressive disorder (severe depression),Narcotic (morphine, heroin) abuse,Personality disorder (unhealthy patterns of thinking and behavior),Prescription drug abuse,Schizoaffective disorder (features of schizophrenia and mood disorder),Schizophrenia (chronic impaired reality perception),Attention deficit hyperactivity disorder (ADHD),Medication reaction,Dysthymia (depression, dysthymic disorder),Huntington disease (chorea),Hypoparathyroidism,Thyroid cyst,Complex partial seizures (psychomotor epilepsy)"
50,10.0,"Shoulder,Arms,Hips,Legs,Chest,Lower Back,Back,Face,Skin,Hands",2.0,"Insect sting,Insect bite",11.0,"Anopheles mosquito bite,Ant bite,Bee sting (wasp sting),Mosquito bite,Scorpion sting,Insect bite,Urticaria (hives),Anaphylaxis (severe/life threatening allergic reaction),Staphylococcus aureus (type of bacteria),Tick bite,Flea bite"
51,2.0,"Head,Other",3.0,"Insomnia (Trouble sleeping),Sleeping problem,Trouble sleeping",24.0,"Amphetamine abuse,Bipolar disorder (manic depressive disorder),Caffeine use,Depression (excessive sadness),Jet lag,Narcolepsy (uncontrollable sleeping),Restless legs syndrome (nervous system disorder),Adjustment disorder (poor adjustment to life stressor),Alcohol withdrawal syndrome (mild),Alcoholism,Anxiety disorder (generalized anxiety disorder, GAD),Drug reaction,Major depressive disorder (severe depression),Migraine (type of headache),Narcotic (morphine, heroin) abuse,Personality disorder (unhealthy patterns of thinking and behavior),Post-traumatic stress disorder (PTSD),Schizoaffective disorder (features of schizophrenia and mood disorder),Schizophrenia (chronic impaired reality perception),Stress,Attention deficit hyperactivity disorder (ADHD),Medication reaction,Dysthymia (depression, dysthymic disorder),Post-polio syndrome"
52,14.0,"Skin,Arms,Buttock/Rectum,Shoulder,Feet,Hips,Neck,Pelvis,Hands,Legs,Chest,Back,Lower Back,Head",1.0,Skin itching,39.0,"Allergic reaction,Atopic dermatitis (eczema),Poison ivy (poison oak, poison sumac),Cutaneous larva migrans (parasitic skin disease),Herpes simplex infection (viral infection),Renal failure, chronic (ongoing kidney failure),Shingles (herpes zoster),Swimmer's itch (cercarial dermatitis),Tinea (fungal skin infection),Urticaria (hives),Lymphoma (lymph node cancer),Hodgkin's disease (cancer of the lymph system),Scabies (skin disease caused by mites),Head lice,Pubic lice,Bacterial vaginosis (vaginal infection),Candida albicans (yeast infection),Cellulitis (skin infection),Contact dermatitis (contact skin irritation),Drug reaction,Hepatitis (liver inflammation),Lichen planus (chronic skin inflammation),Lupus (systemic lupus erythematosus, SLE),Pityriasis rosea (inflammatory skin rash),Renal failure, acute (sudden kidney failure),Sebaceous cyst (sac under the skin),Sexually transmitted disease (STD),Insect bite,Vaginitis (vaginal infection inflammation),Acne (pimples),Psoriasis (scaly skin disease),Vaginal yeast (fungal) infection,Hyperparathyroidism (elevated parathyroid hormone levels),Gallbladder and bile duct cancer,Hyperkeratosis (skin thickening),Dermatofibroma,Ichthyosis,Keloid (overgrown scar),Cutaneous T cell lymphoma"
53,6.0,"Arms,Legs,Feet,Other,Shoulder,Hips",1.0,Joint pain,23.0,"Bursitis (inflammation of joint cushion),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Lupus (systemic lupus erythematosus, SLE),Osteoarthritis (bone inflammation),Osteomyelitis (bone infection),Rheumatoid arthritis (type of chronic joint inflammation),Septic arthritis (joint infection),Tendonitis (tendon inflammation),Overuse syndrome (injury from repetitive activity),Polymyalgia rheumatica (PMR, muscle and joint disorder),Ligament sprain (connection between two bones),Inflammatory conditions,Ligament tear (connection between two bones),Rheumatic fever (complication of strep infection),Ankylosing spondylitis (severe spine arthritis),Lyme disease (bacterial infection from ticks),Pseudogout (calcium deposit arthritis),Psoriatic arthritis (joint pain and stiffness),Chondromalacia (cartilage damage),Decompression sickness (bends, caisson's disease),Subluxation,Polyarteritis Nodosa (PAN)"
54,2.0,"Lower Back,Back",1.0,Kidney pain (Flank pain),25.0,"Kidney cancer (tumor),Kidney stone (nephrolithiasis),Polycystic kidney disease (inherited kidney disorder),Pyelonephritis (kidney infection),Renal infarct (kidney damage from an area of blocked blood flow),Renal trauma (kidney trauma),Renal vein thrombosis (kidney vein clot),Abdominal aortic aneurysm (enlarged major blood vessel),Appendicitis,Back trauma (injury),Cholecystitis (inflammation of the gallbladder),Cholelithiasis (gallstones),Colonic diverticulitis (inflammation of pouches in the large intestine),Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation),Fibromyalgia (chronic pain disorder),Myocardial infarction (heart attack),Pleuritis (inflammation of the lung's lining, pleurisy),Pneumonia (lung infection),Retroperitoneal hemorrhage (flank bleeding),Rib fracture (broken bone),Shingles (herpes zoster),Muscle strain (pulled muscle),Ulcerative colitis (large intestine inflammation),Bladder infection (cystitis, UTI, urinary tract infection),Spleen injury (splenic rupture)"
55,1.0,Legs,1.0,Knee pain,21.0,"Arthritis (joint inflammation),Aseptic joint effusion (fluid in a joint),Bursitis (inflammation of joint cushion),Cellulitis (skin infection),Contusion (bruise, ecchymosis),Dislocation (joint out of place),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Ligament tear (connection between two bones),Meniscus injury (knee cartilage injury),Osteoarthritis (bone inflammation),Osteochondritis dissecans (joint disorder),Patellar dislocation (knee cap dislocation),Patellar (knee cap) tendon rupture,Pseudogout (calcium deposit arthritis),Sciatica (lower back nerve irritation),Septic knee joint (infected knee joint),Muscle strain (pulled muscle),Osgood Schlatter disease (painful shinbone inflammation),Baker's cyst (fluid sac behind knee),Posterior cruciate ligament injuries (PCL injury)"
56,,,2.0,"Laceration,Cuts",17.0,"Ankle laceration (cut in skin),Arm laceration (skin cut),Ear laceration (cut on the ear),Eyelid laceration (skin cut),Facial laceration (skin cut),Finger laceration (skin cut),Foot laceration (skin cut),Hand laceration (skin cut),Knee laceration (skin cut),Leg laceration (skin cut),Lip laceration (skin cut),Mouth laceration (mouth cut),Scalp laceration (scalp cut),Skin laceration (cut skin),Toe laceration (cut skin),Cat bite,Dog bite"
57,4.0,"Hips,Legs,Feet,Lower Back",1.0,Leg ache or pain,62.0,"Cellulitis (skin infection),Compartment syndrome (increased pressure inside muscles),Contusion (bruise, ecchymosis),Deep venous thrombosis (DVT, venous blood clot),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Herniated disc (slipped disc, ruptured disc),Osteoarthritis (bone inflammation),Peripheral neuropathy (nerve damage),Sciatica (lower back nerve irritation),Septic arthritis (joint infection),Muscle strain (pulled muscle),Vasculitis (inflammation of the arteries),Rheumatoid arthritis (type of chronic joint inflammation),Necrotizing fasciitis (life-threatening infection),Pyomyositis (muscle infection),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Chronic venous insufficiency (weakened leg veins),Diabetic neuropathy (nerve damage),Abrasions (scrapes),Achilles tendonitis (heel tendon inflammation),Arthritis (joint inflammation),Aseptic joint effusion (fluid in a joint),Aseptic necrosis of bone (bone death and destruction),Back trauma (injury),Baker's cyst (fluid sac behind knee),Bursitis (inflammation of joint cushion),Fibromyalgia (chronic pain disorder),Hip fracture (broken hip),Knee laceration (skin cut),Leg laceration (skin cut),Leg swelling (leg edema),Ligament sprain (connection between two bones),Lupus (systemic lupus erythematosus, SLE),Meniscus injury (knee cartilage injury),Metastatic neoplasm (cancer spread),Multiple sclerosis (MS),Osteomyelitis (bone infection),Peripheral vascular disease (blocked blood vessels),Restless legs syndrome (nervous system disorder),Rhabdomyolysis (severe muscle breakdown),Sickle cell disease (disease of red blood cells),Tendonitis (tendon inflammation),Muscle spasm (charley horse),Foot fracture (broken foot),Ankle fracture (broken ankle),Lumbar spinal stenosis (spinal cord compression),Wound infection (cut infection),Ankle sprain,Synovitis (inflammation of joint lining),Reflex sympathetic dystrophy (complex pain syndrome),Lymphedema (lymphatic obstruction),Ewing's sarcoma (cancer),Langerhans cell histiocytosis (Histiocytosis X),Paget disease of the bone,Parathyroid cancer,Thrombophlebitis (superficial),Traumatic hip dislocation,Broken leg (leg fracture),Varicose veins,Meralgia Paresthetica"
58,1.0,Legs,4.0,"Swelling of both legs,Lower extremity edema (swelling),Pedal edema,Swelling of both ankles",27.0,"Cancer (tumor),Cellulitis (skin infection),Contusion (bruise, ecchymosis),Deep venous thrombosis (DVT, venous blood clot),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Ligament tear (connection between two bones),Osteoarthritis (bone inflammation),Pseudogout (calcium deposit arthritis),Septic arthritis (joint infection),Sprain (stretched, torn ligament),Muscle strain (pulled muscle),Vasculitis (inflammation of the arteries),Overuse syndrome (injury from repetitive activity),Rheumatoid arthritis (type of chronic joint inflammation),Behcets disease (small blood vessel inflammation disorder),Congestive heart failure (CHF),Necrotizing fasciitis (life-threatening infection),Baker's cyst (fluid sac behind knee),Cirrhosis (liver failure and scarring),Renal failure, acute (sudden kidney failure),Renal failure, chronic (ongoing kidney failure),Hypothyroidism (low thyroid hormone),Myxedema coma (severely low thyroid hormone),Sarcoma (soft tissue cancer),Chronic venous insufficiency (weakened leg veins),Glomerulonephritis (kidney disease)"
59,1.0,Other,2.0,"Lethargy (Sluggishness),Sluggishness",19.0,"Alcohol (ethanol) abuse,Anemia (low red blood cell count),Anorexia (eating disorder),Autoimmune disease,Cancer (tumor),Chronic fatigue syndrome (CFS),Chronic liver disease,Chronic pain,Congestive heart failure (CHF),Dehydration,Depression (excessive sadness),Diabetes (high blood sugar),Drug overuse,Infection,Malnutrition,Meningitis (spinal fluid infection),Narcolepsy (uncontrollable sleeping),Renal failure, acute (sudden kidney failure),Renal failure, chronic (ongoing kidney failure)"
6,3.0,"Arms,Shoulder,Hands",1.0,Arm ache or pain,58.0,"Cellulitis (skin infection),Contusion (bruise, ecchymosis),Deep venous thrombosis (DVT, venous blood clot),Fracture (broken bone),Gout (uric acid crystals in the joint causing inflammation),Herniated disc (slipped disc, ruptured disc),Myocardial infarction (heart attack),Osteoarthritis (bone inflammation),Peripheral neuropathy (nerve damage),Rheumatoid arthritis (type of chronic joint inflammation),Septic arthritis (joint infection),Muscle strain (pulled muscle),Muscle spasm (charley horse),Bone cancer (bone tumor),Sarcoma (soft tissue cancer),Abrasions (scrapes),AC (acromioclavicular) joint separation,Frozen shoulder (adhesive capsulitis of shoulder),Arthritis (joint inflammation),Atrial fibrillation (irregular heart rate),Burns,Bursitis (inflammation of joint cushion),Carpal tunnel syndrome (wrist nerve compression),Cervical radiculopathy (pinched nerve in neck),Cervical spondylosis (neck arthritis),Chronic pain,De Quervain's tenosynovitis (hand tendon inflammation),Dislocation (joint out of place),Enlarged lymph nodes (lymphadenopathy),Extremity trauma (leg or arm injury),Fibromyalgia (chronic pain disorder),Humerus fracture (broken upper arm),Tennis elbow (lateral epicondylitis),Ligament sprain (connection between two bones),Peripheral vascular disease (blocked blood vessels),Radial head fracture (broken elbow bone),Rotator cuff syndrome (shoulder injury),Sebaceous cyst (sac under the skin),Shoulder joint dislocation (dislocated shoulder),Sickle cell disease (disease of red blood cells),Supracondylar fracture (elbow fracture),Tendonitis (tendon inflammation),Tenosynovitis (tendon sheath inflammation),Unstable angina (pre heart attack chest pain),Whiplash injury (neck injury),Cervical spine stenosis (narrowing of spinal canal),Cubital tunnel syndrome (nerve compression in the elbow),Hand fracture (broken hand),Clavicle fracture (broken collar bone),Foreign body in a wound,Synovitis (inflammation of joint lining),Reflex sympathetic dystrophy (complex pain syndrome),Ewing's sarcoma (cancer),Langerhans cell histiocytosis (Histiocytosis X),Takayasu's arteritis (Giant cell arteritis of the young),Thrombophlebitis (superficial),Paget disease of the bone,Parathyroid cancer"
60,1.0,Abdomen,,,8.0,"Tylenol (acetaminophen) poisoning,Cholecystitis (inflammation of the gallbladder),Cholelithiasis (gallstones),Cirrhosis (liver failure and scarring),Hepatitis (liver inflammation),Sclerosing cholangitis (progressive bile duct disease ),Liver cancer (tumor),Hemochromatosis (excess iron disorder)"
61,2.0,"Mouth,Head",1.0,Mouth pain,16.0,"Behcets disease (small blood vessel inflammation disorder),Burning mouth syndrome,Dentures,Gingivitis (inflammation of the gums),Hand foot and mouth disease (Coxsackie virus),Herpes stomatitis (viral mouth infection),Thrush (oral candidiasis),Oral ulcers (mouth ulcers),Reiter syndrome (type of joint inflammation),Toothache,Trauma,Mouth cancer (oropharyngeal cancer),HIV AIDS (Human Immunodeficiency Virus, Acquired Immune Deficiency Syndrome),Bruxism (teeth grinding),Herpangina (mouth blisters),Neutropenia"
62,6.0,"Arms,Hips,Legs,Lower Back,Back,Other",3.0,"Muscle pain,Muscle aches,Body aches",21.0,"Autoimmune disease,Febrile (fever) illness,Fibromyalgia (chronic pain disorder),Influenza (seasonal flu),Myopathy (muscle disease),Myositis (muscle inflammation or infection),Necrotizing fasciitis (life-threatening infection),Overuse syndrome (injury from repetitive activity),Rhabdomyolysis (severe muscle breakdown),Toxic shock syndrome (life-threatening bacterial infection complication),Trichinella spiralis infection (trichinosis, parasitic infection from undercooked pork),Swine Flu (H1N1 Influenza),Polymyalgia rheumatica (PMR, muscle and joint disorder),Muscle spasm (charley horse),Rickets (childhood bone disease),Addison's disease (adrenal insufficiency),Muscle tear,Post-polio syndrome,Vitamin D deficiency,Mycoplasma infection (bacteria),Scurvy (vitamin C deficiency)"
63,2.0,"Feet,Hands",1.0,Nail Injury,4.0,"Nail avulsion (traumatic removal of nail),Nail bruise (subungual hematoma),Nail contusion (swelling of finger and nail),Nail laceration (nail bed cut)"
64,3.0,"Ear	Nose,Face,Head",3.0,"Nasal bleeding,Bloody nose (epistaxis),Nose bleed",23.0,"Arteriovenous malformation (blood vessel abnormality, AVM),Bleeding tendency (bleeding disorder),Dry air nasal irritation,Head injury,Hereditary hemorrhagic telangiectasia (Osler Weber Rendu syndrome),Nasal trauma (injury),Maxillary sinus carcinoma (sinus cancer),Nasal cancer (tumor),Rhinosporidiosis (fungal nasal infection),Septal perforation (hole in the skin between nostrils),Thrombocytopenia (low platelet count),Wegener's granulomatosis (granulomatosis with polyangiitis,  blood vessel disease),Warfarin (Coumadin) use,Hypertension (high blood pressure),Nose bleed (epistaxis),Nasal foreign body (unnatural object in the nose),Sinusitis (sinus infection),Cocaine abuse,Allergic rhinitis (allergic reaction in the nose),Leukemia (blood cell cancer),Hemophilia (inherited bleeding disorder),Aplastic anemia (bone marrow failure),Nasal polyps (growths)"
65,1.0,Head,2.0,"Nasal injury,Nose injury",5.0,"Concussion,Nose bleed (epistaxis),Nasal fracture (broken nose),Perforated septum (hole in skin between nostrils),Preseptal hematoma (blood clot in the nose)"
66,,,2.0,"Nausea,Upset stomach",54.0,"Altitude illness,Carbon monoxide poisoning (odorless, poisonous gas),Concussion,Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes),Gastritis (stomach inflammation),Gastroenteritis (intestinal infection),Labyrinthitis (dizziness and vertigo),Migraine (type of headache),Myocardial infarction (heart attack),Paralytic Ileus (intestinal paralysis),Cholelithiasis (gallstones),Lactose intolerance,Anxiety disorder (generalized anxiety disorder, GAD),Bacterial dysentery (bacterial infection of the intestines),Celiac disease (celiac sprue),Constipation,Diabetes mellitus type 2 (elevated blood sugar),Esophagitis (esophageal inflammation),Gastric ulcer (stomach ulcer),Gastroesophageal reflux (GERD, heartburn),Head injury,Hyperemesis gravidarum (severe vomiting in pregnancy),Irritable bowel syndrome (IBS, chronic intestinal pain and cramping),Major depressive disorder (severe depression),Panic disorder,Polyphagia (overeating),Pregnancy,Prescription drug abuse,Sepsis (serious blood infection),Ulcerative colitis (large intestine inflammation),Unstable angina (pre heart attack chest pain),Bladder infection (cystitis, UTI, urinary tract infection),Vertigo (spinning sensation),Viral infections,Clostridium difficile (C. Diff),Food poisoning,Coronary artery disease (CAD, heart disease),Medication reaction,Extragonadal germ cell tumors,Glomerulonephritis (kidney disease),Head injury in children,Hepatitis A,Polyarteritis Nodosa (PAN),Takayasu's arteritis (Giant cell arteritis of the young),Traveler's diarrhea (Montezuma's revenge),Tropical sprue,Abdominal adhesions (scar tissue),Arnold Chiari malformation,Traumatic brain injury,Duodenal cancer (small intestine),Hydronephrosis,Gallbladder cancer,Drug withdrawal syndrome,Scurvy (vitamin C deficiency)"
67,4.0,"Neck,Throat,Back,Shoulder",1.0,Neck ache or pain,42.0,"Carotid artery dissection (neck artery tear),Discitis (spinal disk inflammation),Herniated disc (slipped disc, ruptured disc),Thyroiditis (thyroid inflammation),Torticollis, spasmodic (neck muscle spasm),Vertebral artery dissection (neck artery tear),Whiplash injury (neck injury),Cervical spine stenosis (narrowing of spinal canal),Cervical spine fracture (broken neck bone),Cervical spondylosis (neck arthritis),Brachial plexus injury (shoulder nerve injury),Central cord syndrome (traumatic spine injury),Thyroid cancer (neck gland cancer),Abrasions (scrapes),Frozen shoulder (adhesive capsulitis of shoulder),Ankylosing spondylitis (severe spine arthritis),Arthritis (joint inflammation),Back trauma (injury),Cellulitis (skin infection),Cervical radiculopathy (pinched nerve in neck),Contusion (bruise, ecchymosis),Enlarged lymph nodes (lymphadenopathy),Esophagitis (esophageal inflammation),Fibromyalgia (chronic pain disorder),Goiter (enlarged thyroid),Head injury,Ligament sprain (connection between two bones),Meningitis (spinal fluid infection),Migraine (type of headache),Neck trauma (injury),Osteoarthritis (bone inflammation),Peripheral neuropathy (nerve damage),Retropharyngeal abscess (throat abscess),Rotator cuff syndrome (shoulder injury),Shingles (herpes zoster),Spinal abscess (collection of spinal pus),Spinal cord injury, acute,Muscle strain (pulled muscle),Muscle spasm (charley horse),Tension headache (stress headache),Fibromuscular dysplasia (FMD),Thyroid cyst"
68,2.0,"Neck,Throat",2.0,"Neck swelling,Neck mass",13.0,"Burkitt lymphoma (lymph node tumor),Cellulitis (skin infection),Cervical lymphadenopathy (enlarged neck lymph nodes),Goiter (enlarged thyroid),Lipoma (benign fatty tumor),Thyroglossal duct cyst (neck cyst),Mouth cancer (oropharyngeal cancer),Pharyngeal pouch (Zenker's diverticulum, weakening of the esophageal wall),Lymphoma (lymph node cancer),Cat scratch fever (bacterial infection after cat scratch),Thyroid cancer (neck gland cancer),Muscle tear,Thyroid cyst"
69,2.0,"Lower Back,Other",3.0,"Numbness,Tingling,Paresthesias (Numbness)",36.0,"Carbon monoxide poisoning (odorless, poisonous gas),Carpal tunnel syndrome (wrist nerve compression),Cerebral vascular accident (stroke),Compartment syndrome (increased pressure inside muscles),Guillain Barre syndrome (ascending muscle weakness),Hyperventilation (rapid breathing),Limb ischemia (decreased blood flow),Lyme disease (bacterial infection from ticks),Multiple sclerosis (MS),Peripheral neuropathy (nerve damage),Thoracic outlet syndrome (nerve, blood vessel compression),Transverse myelitis (spinal cord inflammation),Traumatic nerve injury,West Nile virus infection (mosquito-transmitted illness),Neurofibromatosis (inherited nerve tumors),Cubital tunnel syndrome (nerve compression in the elbow),Hypocalcemia (low blood calcium),Diabetes (high blood sugar),Cervical spine stenosis (narrowing of spinal canal),Lumbar spinal stenosis (spinal cord compression),Gangrene (death of body tissue),Raynaud's disease (blood vessel constriction),Friedreich's Ataxia (genetic disorder),Head injury in children,Morton's neuroma,Broken jaw (mandible fracture),Decompression sickness (bends, caisson's disease),Fibromuscular dysplasia (FMD),Focal seizure (partial seizure),Hemorrhagic stroke (CVA, cerebrovascular accident),Lacunar stroke,Takayasu's arteritis (Giant cell arteritis of the young),Traumatic hip dislocation,Amyloidosis,Finger amputation,Essential thrombocythemia (excessive blood platelets)"
7,4.0,"Lower Back,Back,Neck,Hips",2.0,"Back ache or pain,Spinal pain",65.0,"Abdominal aortic aneurysm (enlarged major blood vessel),Bone metastases (cancer spread to bone),Discitis (spinal disk inflammation),Herniated disc (slipped disc, ruptured disc),Pancreatitis (pancreas inflammation),Pelvic inflammatory disease (PID, female reproductive organ infection),Pyelonephritis (kidney infection),Sciatica (lower back nerve irritation),Spondylolisthesis (slipped back bone),Muscle strain (pulled muscle),Transverse myelitis (spinal cord inflammation),Bladder infection (cystitis, UTI, urinary tract infection),Vertebral fracture (broken back or neck bone),Ankylosing spondylitis (severe spine arthritis),Kidney stone (nephrolithiasis),Osteoporosis (extremely thin bone),Lumbar spinal stenosis (spinal cord compression),Obesity,Osteoarthritis (bone inflammation),Lumbar spondylosis (spine arthritis),Appendicitis,Arthritis (joint inflammation),Asthma,Back trauma (injury),Bacterial vaginosis (vaginal infection),Bronchitis (bronchial tube infection),Cellulitis (skin infection),Cholecystitis (inflammation of the gallbladder),Cholelithiasis (gallstones),Chronic pain,Colonic diverticulitis (inflammation of pouches in the large intestine),Contusion (bruise, ecchymosis),Costochondritis (chest wall inflammation),Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation),Fibromyalgia (chronic pain disorder),Fracture (broken bone),Gastritis (stomach inflammation),Ligament sprain (connection between two bones),Lung cancer (tumor),Multiple sclerosis (MS),Osteomyelitis (bone infection),Ovarian cyst (female organ fluid collection),Pancreas inflammation (pancreatitis, chronic),Peripheral neuropathy (nerve damage),Pleuritis (inflammation of the lung's lining, pleurisy),Pneumonia (lung infection),Pregnancy,Premenstrual syndrome (PMS),Pulmonary embolism (blood clot in the lungs),Rheumatoid arthritis (type of chronic joint inflammation),Rib fracture (broken bone),Rotator cuff syndrome (shoulder injury),Scoliosis (crooked spine),Shingles (herpes zoster),Sickle cell disease (disease of red blood cells),Spinal abscess (collection of spinal pus),Thoracic outlet syndrome (nerve, blood vessel compression),Unstable angina (pre heart attack chest pain),Vaginitis (vaginal infection inflammation),Pilonidal cyst (fluid filled sac on tailbone),Lymphoma (lymph node cancer),Muscle spasm (charley horse),Reflex sympathetic dystrophy (complex pain syndrome),Paget disease of the bone,Rectocele"
70,1.0,Other,3.0,"Obesity,Overweight,Weight gain",14.0,"Cushing disease (excessive pituitary gland hormones),Hypothyroidism (low thyroid hormone),Polycystic ovarian syndrome (PCOS, female hormonal disorder),Steroid use,Polyphagia (overeating),Anxiety disorder (generalized anxiety disorder, GAD),Depression (excessive sadness),Diabetes mellitus type 2 (elevated blood sugar),Premenstrual syndrome (PMS),Stress,Medication reaction,Obesity,Chronic venous insufficiency (weakened leg veins),Turner syndrome (gonadal dysgenesis)"
71,1.0,Other,1.0,Overdose,15.0,"Tylenol (acetaminophen) overdose,Amphetamine overdose,Antidepressant overdose,Aspirin (salicylates) overdose,Beta blocker overdose (blood pressure medication overdose),Benzodiazepine (Valium) overdose,Calcium channel blocker overdose (blood pressure medication overdose),Cocaine overdose,Cough medicine abuse,Unisom overdose (doxylamine overdose),Benadryl (diphenhydramine) overdose,Nonsteroidal anti-inflammatory drug overdose (Motrin, Advil),Insulin overdose,Narcotic (morphine, heroin) overdose,Warfarin (Coumadin, Jantoven) overdose"
72,1.0,Pelvis,3.0,"Painful urination,Burning with urination,Stinging urination",17.0,"Bladder stone, urinary,Cystocele (bladder hernia),Interstitial cystitis (bladder inflammation),Neisseria gonorrhea infection (sexually transmitted disease),Urethritis (infection of urethra),Bladder infection (cystitis, UTI, urinary tract infection),Kidney stone (nephrolithiasis),Pyelonephritis (kidney infection),Bacterial vaginosis (vaginal infection),Candida albicans (yeast infection),Chlamydia trachomatis infection (STD),Genital herpes (HSV type 2 infection),Neurogenic bladder (bladder paralysis),Sexually transmitted disease (STD),Vaginitis (vaginal infection inflammation),Vaginal yeast (fungal) infection,Hydronephrosis"
73,1.0,Chest,2.0,"Heart pulsations and palpitations,Skipped heart beat",18.0,"Anxiety,Cardiac arrhythmia (abnormal heart rate),Infection,Myocardial infarction (heart attack),Overdose,Atrial fibrillation (irregular heart rate),Methamphetamine abuse,Atrial flutter (irregular heart rate),Long QT Syndrome (inherited heart condition),Coronary artery anomaly (heart artery malformation),Rheumatic fever (complication of strep infection),Ventricular tachycardia (VT, dangerous irregular heart beat),Graves' disease (overproduction of thyroid hormone),Mitral regurgitation (leaking heart valve),Aortic valve stenosis (tight heart valve),Mitral stenosis (tight heart valve),Supraventricular tachycardia (SVT),Cardiomegaly (enlarged heart)"
